Questão,Resposta,Resposta para anotação,Resposta oficial (medicina)
"Dormência nos dedos dos pés, o que será?","Isso que você está nos contando pode ser causado pela neuropatia diabética. A neuropatia diabética pode ter várias formas de apresentação, sendo a mais comum a polineuropatia sensitiva distal. Esse tipo de neuropatia costuma acometer os membros (pés, pernas, mãos e braços), e pode apresentar sintomas de dor em queimação, principalmente à noite, e de alterações da sensibilidade, como dificuldade de sentir o toque, formigamento, etc. Se você já possui algum dano crônico existem tratamentos farmacológicos (remédios) que podem auxiliar no controle dos sintomas, mas que devem ser prescritos pelo médico que faz o seu acompanhamento.","Dormência nos dedos dos pés pode ser causado pela neuropatia diabética. A neuropatia diabética pode ter várias formas de apresentação, sendo a mais comum a polineuropatia sensitiva distal. Esse tipo de neuropatia costuma acometer os membros (pés, pernas, mãos e braços), e pode apresentar sintomas de dor em queimação, principalmente à noite, e de alterações da sensibilidade, como dificuldade de sentir o toque, formigamento, etc. Se você já possui algum dano crônico existem tratamentos farmacológicos (remédios) que podem auxiliar no controle dos sintomas, mas que devem ser prescritos pelo médico que faz o seu acompanhamento.","Dormência nos dedos dos pés pode ser causado pela neuropatia diabética. A neuropatia diabética pode ter várias formas de apresentação, sendo a mais comum a polineuropatia sensitiva distal. Esse tipo de neuropatia costuma acometer os membros (pés, pernas, mãos e braços), e pode apresentar sintomas de dor em queimação, principalmente à noite, e de alterações da sensibilidade, como dificuldade de sentir o toque, formigamento, etc. Se você já possui algum dano crônico existem tratamentos farmacológicos (remédios) que podem auxiliar no controle dos sintomas, mas que devem ser prescritos pelo médico que faz o seu acompanhamento."
"Ultimamente, sinto formigamento do alto da coxa até o pé, e os dedos do pé esquerdo estão dormentes e os pés frios constantemente.","Esses sintomas que você está nos contando podem ser causados pela neuropatia diabética. A neuropatia diabética pode ter várias formas de apresentação, sendo a mais comum a polineuropatia sensitiva distal. Esse tipo de neuropatia costuma acometer os membros (pés, pernas, mãos e braços), iniciando com sintomas de dor em queimação principalmente à noite e, com a piora, evoluindo para perda da sensibilidade (dificuldade de sentir o toque). Existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o acompanhamento.","Formigamento e dormência nas pernas e nos pés podem ser causados pela neuropatia diabética. A neuropatia diabética pode ocorrer de várias formas. O tipo de neuropatia mais comum afeta os membros (pés, pernas, mãos e braços). Começa com dor em queimação principalmente à noite e piora até perder sensibilidade (dificuldade de sentir o toque). Tem tratamentos farmacológicos (remédios) que podem ajudar a controlar a dor, mas têm de ser prescritos pelo médico.","Formigamento e dormência nas pernas e nos pés podem ser causados pela neuropatia diabética. A neuropatia diabética pode ocorrer de várias formas. O tipo de neuropatia mais comum afeta os membros (pés, pernas, mãos e braços). Começa com dor em queimação principalmente à noite e piora até perder sensibilidade (dificuldade de sentir o toque). Tem tratamentos farmacológicos (remédios) que podem ajudar a controlar a dor, mas têm de ser prescritos pelo médico."
"Gente, preciso arrancar 2 dentes e uma raiz na parte de cima para colocar uma prótese. Estou morrendo de medo, será que tem perigo? Dizem que é perigoso para diabéticos.","Quem tem diabetes tem mais chances de sofrer complicações após fazer uma cirurgia. Mas isso não quer dizer que a pessoa com diabetes deve evitar todo tipo de cirurgia. O ideal é que se analise caso a caso, para determinar quais são os riscos e benefícios de cada procedimento cirúrgico.","Quem tem diabetes tem mais chances de sofrer complicações após fazer uma cirurgia. Mas isso não quer dizer que a pessoa com diabetes deve evitar todo tipo de cirurgia. O ideal é que se analise caso a caso, para determinar quais são os riscos e benefícios de cada procedimento cirúrgico.","Quem tem diabetes tem mais chances de sofrer complicações após fazer uma cirurgia. Mas isso não quer dizer que a pessoa com diabetes deve evitar todo tipo de cirurgia. O ideal é que se analise caso a caso, para determinar quais são os riscos e benefícios de cada procedimento cirúrgico."
"Gente, preciso arrancar 2 dentes e uma raiz na parte de cima para colocar uma prótese. Estou morrendo de medo, será que tem perigo? Dizem que é perigoso para diabéticos.","Fazer a extração dos dentes pode ser aconselhável em diversas condições, porém não seria adequado realizar uma avaliação por aqui. Recomendamos que você procure um médico que irá estudar a sua situação com mais profundidade. Lidando com uma doença crônica, é preciso confiar nas recomendações do profissional que te acompanha. Confie e siga as recomendações do seu médico, ele conhece o seu caso e te recomendará o melhor tratamento!","Extrair dentes pode ser aconselhável em diversas condições, mas não é adequado avaliar isso sem o exame do médico. Recomendamos que você procure um médico que irá avaliar seu caso com mais profundidade. Quando se tem uma doença crônica, é preciso confiar nas recomendações do profissional que acompanha. Confie e siga as recomendações do seu médico, ele conhece o seu caso e  recomendará o melhor tratamento!","Extrair dentes pode ser aconselhável em diversas condições, mas não é adequado avaliar isso sem o exame do médico. Recomendamos que você procure um médico que irá avaliar seu caso com mais profundidade. Quando se tem uma doença crônica, é preciso confiar nas recomendações do profissional que acompanha. Confie e siga as recomendações do seu médico, ele conhece o seu caso e  recomendará o melhor tratamento!"
"Boa noite, estou precisando de um conselho. Sou diabética tipo 2 e ando sofrendo, há vários dias, com dor no dente; pra ser mais clara, um canal quebrou e as dores são quase insuportáveis. Consegui um atendimento para amanhã, mas a dentista não sabe que sou diabética. Minha grande dúvida é dizer ou não, alguns que já procurei não quiseram me atender, por ser perigoso. E eu não consigo encontrar um dentista especialistas em diabetes.","Alguns procedimentos médicos exigem maiores cuidados para serem realizados em pessoas que sofrem de diabetes e alguns nem podem ser realizados nessas pessoas. Por isso, é muito importante que qualquer profissional de saúde que te atenda - incluindo sua dentista - saiba que você tem diabetes. Se a sua dentista não se sente confortável para te atender, poderá indicar outro profissional capacitado. Omitir a informação de que você é diabética pode ser perigoso.","Alguns procedimentos médicos como tratamento de dentes exigem maiores cuidados em pessoas com diabetes e alguns nem podem ser realizados. É muito importante que qualquer profissional de saúde que atenda você - incluindo sua dentista - saiba que você tem diabetes. Se a sua dentista não se sente confortável para atender você, ela poderá indicar outro profissional capacitado. Não falar que você tem diabetes pode ser perigoso.","Alguns procedimentos médicos como tratamento de dentes exigem maiores cuidados em pessoas com diabetes e alguns nem podem ser realizados. É muito importante que qualquer profissional de saúde que atenda você - incluindo sua dentista - saiba que você tem diabetes. Se a sua dentista não se sente confortável para atender você, ela poderá indicar outro profissional capacitado. Não falar que você tem diabetes pode ser perigoso."
Por que as pessoas com diabetes devem ter tanto cuidado ao tratar cortes e outras lesões?,"As pessoas com o diabetes mal controlado podem levar mais tempo para parar um sangramento ou cicatrizar um corte. É o mesmo alerta para qualquer ferida, mas especialmente nos pés; é recomendado que pessoas com diabetes confiram seus pés diariamente, mesmo que haja apenas uma pequena rachadura ou ferida de farpa. Se você estiver com todos os exames controlados com seu médico, o tempo de cicatrização deve ser parecido com o de qualquer pessoa considerada saudável.","Nas pessoas com diabetes mal controlado pode levar mais tempo para parar um sangramento ou cicatrizar um corte. O alerta é para qualquer ferida, mas especialmente nos pés. É recomendado que pessoas com diabetes olhem seus pés diariamente, mesmo que haja apenas uma pequena rachadura ou ferida de farpa. Se você estiver com todos os exames controlados com seu médico, o tempo de cicatrização deve ser parecido com o de qualquer pessoa considerada saudável.","Nas pessoas com diabetes mal controlado pode levar mais tempo para parar um sangramento ou cicatrizar um corte. O alerta é para qualquer ferida, mas especialmente nos pés. É recomendado que pessoas com diabetes olhem seus pés diariamente, mesmo que haja apenas uma pequena rachadura ou ferida de farpa. Se você estiver com todos os exames controlados com seu médico, o tempo de cicatrização deve ser parecido com o de qualquer pessoa considerada saudável."
Por que meus pés e pernas estão formigando? Sinto como se estivessem cheios de agulhas e sinto dores. Principalmente no fim da tarde e à noite. Tenho dificuldade até para dormir.,"Suponho que você tenha diabetes e parece que a neuropatia pode estar afetando seus pés. Sugiro que seu médico verifique isso, pois pode significar que as terminações nervosas estão sendo danificadas e a circulação nos seus pés está prejudicada. Você pode começar a sentir uma sensação semelhante em suas mãos. A chave para reverter isso, ou pelo menos parar por enquanto, é manter o seu nível de açúcar no sangue o mais próximo possível da faixa normal e levar um estilo de vida o mais saudável possível. Você pode precisar de alguma orientação profissional com isso se não tiver certeza sobre o que fazer para controlar e em que faixa sua glicemia deve estar.","Se você tem diabetes, a neuropatia pode estar afetando seus pés. Sugiro que seu médico verifique isso, pois pode ser que as terminações nervosas estão sendo danificadas e a circulação nos seus pés está prejudicada. Você pode começar a sentir uma sensação semelhante nas mãos. Para reverter isso, ou pelo menos parar por enquanto, você precisa manter o seu nível de açúcar no sangue o mais próximo possível da faixa normal e levar um estilo de vida o mais saudável possível. Você pode precisar de alguma orientação profissional com isso, se não tiver certeza sobre o que fazer para controlar em que faixa sua glicemia deve estar.","Se você tem diabetes, a neuropatia pode estar afetando seus pés. Sugiro que seu médico verifique isso, pois pode ser que as terminações nervosas estão sendo danificadas e a circulação nos seus pés está prejudicada. Você pode começar a sentir uma sensação semelhante nas mãos. Para reverter isso, ou pelo menos parar por enquanto, você precisa manter o seu nível de açúcar no sangue o mais próximo possível da faixa normal e levar um estilo de vida o mais saudável possível. Para isso, você deve procurar orientação profissional para entender o que fazer para controlar e em que faixa sua glicemia deve estar."
"Boa noite a todos os meus amigos e irmãos do grupo! Gostaria de saber por que à noite, deitado, os meus pés formigam e parecem queimar? Obrigado.","Esse formigamento pode ter diversas causas. Uma dessas causas pode ser uma complicação do diabetes chamada de ""neuropatia diabética"". O primeiro passo é controlar a glicemia (quantidade de açúcar no sangue) e impedir o avanço da neuropatia. Se você já possui algum machucado ou sofre dores constantes nos pés, pernas, braços ou mãos, existem tratamentos farmacológicos (remédios) que podem auxiliar na diminuição da dor, mas eles devem ser prescritos pelo médico que faz o seu acompanhamento. É preciso também ter muito cuidado com os pés: não ficar descalço, evitar sapatos de bico apertado, utilizar tênis confortáveis e frequentemente dar uma boa olhada no pé todo para ver se há alguma ferida ou infecção.","Esse formigamento nos pés pode ter diversas causas. Uma dessas causas pode ser uma complicação do diabetes chamada  ""neuropatia diabética"". O primeiro passo é controlar a glicemia (quantidade de açúcar no sangue) e impedir o avanço da neuropatia. Se você já tem algum machucado ou tem dores constantes nos pés, pernas, braços ou mãos, existem tratamentos farmacológicos (remédios) que podem auxiliar a diminuir a dor, mas eles devem ser prescritos pelo médico que faz o seu acompanhamento. É preciso também ter muito cuidado com os pés: não ficar descalço, evitar sapatos de bico apertado, utilizar tênis confortáveis e frequentemente dar uma boa olhada no pé todo para ver se há alguma ferida ou infecção.","Esse formigamento nos pés pode ter diversas causas. Uma dessas causas pode ser uma complicação do diabetes chamada  ""neuropatia diabética"". O primeiro passo é controlar a glicemia (quantidade de açúcar no sangue) e impedir o avanço da neuropatia. Se você já tem algum machucado ou tem dores constantes nos pés, pernas, braços ou mãos, existem tratamentos farmacológicos (remédios) que podem auxiliar a diminuir a dor, mas eles devem ser prescritos pelo médico que faz o seu acompanhamento. É preciso também ter muito cuidado com os pés: não ficar descalço, evitar sapatos de bico apertado, utilizar tênis confortáveis e frequentemente dar uma boa olhada no pé todo para ver se há alguma ferida ou infecção."
Diabetes causa formigamento nos pés?,"O diabetes prejudica a circulação sanguínea e os nervos presentes nos pés (neuropatia diabética). Por isso, as pessoas com diabetes costumam sentir formigamento, dormência, dores e fraqueza nos membros inferiores.","O diabetes prejudica a circulação sanguínea e os nervos presentes nos pés (neuropatia diabética). Por isso, as pessoas com diabetes costumam sentir formigamento, dormência, dores e fraqueza nos membros inferiores.","O diabetes prejudica a circulação sanguínea e os nervos presentes nos pés (neuropatia diabética). Por isso, as pessoas com diabetes costumam sentir formigamento, dormência, dores e fraqueza nos membros inferiores."
"Oi pessoal. Então, eu estou com muito formigamento nas pernas, nem consigo dormir por isso, e agora à noite parece que está queimando. Eu estou pensando em ir no hospital, mas lá se virem que está um pouquinho alta, já me colocam no soro, só isso que sabem fazer. E eu andei hoje meia hora dentro de casa, e estou comendo certo, só que só acrescentou dor na batata das pernas. :(","Esses sintomas que você está no contando podem ser provocados pela neuropatia diabética. Essa complicação pode aparecer sob várias formas, sendo que a mais comum se chama polineuropatia sensitiva distal. Esse tipo de neuropatia costuma atingir os membros (pés, pernas, mãos e braços), iniciando com os sintomas de dor em queimação e, com a piora, evolui para perda da sensibilidade (dificuldade de sentir o toque). O primeiro passo no tratamento da neuropatia é controlar a quantidade de açúcar no sangue (glicemia) e impedir o avanço da neuropatia. É preciso também ter muito cuidado com os pés: não ficar descalço, evitar sapatos de bico apertado, utilizar tênis confortáveis e dar sempre uma olhada no pé todo em busca de feridas ou infecções. Se você já possui alguma ferida ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento. É muito importante que você agende uma consulta com o seu médico para que ele possa avaliar a sua situação e propor algum tratamento, se possível.","Formigamento nas pernas pode ser provocado pela neuropatia diabética. Essa complicação costuma afetar os membros (pés, pernas, mãos e braços). Começa com dor em queimação e  piora até perder a sensibilidade (dificuldade de sentir o toque). O primeiro passo no tratamento da neuropatia é controlar a quantidade de açúcar no sangue (glicemia) e impedir o avanço da neuropatia. É preciso também ter muito cuidado com os pés: não ficar descalço, evitar sapatos de bico apertado, utilizar tênis confortáveis e dar sempre uma olhada no pé todo em busca de feridas ou infecções. Se você já tem alguma ferida ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento. É muito importante que você agende uma consulta com o seu médico para que ele possa avaliar a sua situação e propor algum tratamento, se possível.","Formigamento nas pernas pode ser provocado pela neuropatia diabética. Essa complicação costuma afetar os membros (pés, pernas, mãos e braços). Começa com dor em queimação e pode piorar até perder a sensibilidade (dificuldade de sentir o toque). O primeiro passo no tratamento da neuropatia é controlar a quantidade de açúcar no sangue (glicemia) e impedir o avanço da neuropatia. É preciso também ter muito cuidado com os pés: não ficar descalço, evitar sapatos de bico apertado, utilizar tênis confortáveis e dar sempre uma olhada no pé todo em busca de feridas ou infecções. Se você já tem alguma ferida ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento. É muito importante que você agende uma consulta com o seu médico para que ele possa avaliar a sua situação e propor algum tratamento, se possível."
Como saber se tenho diabetes?,"O diagnóstico de diabetes só pode ser confirmado por meio de exames médicos, mas existem alguns sinais e sintomas que sinalizam a sua presença. Se a pessoa estiver urinando muito, com muita sede o dia todo (mesmo tomando água normalmente), com fome exagerada (mesmo se alimentando regularmente), perdendo peso rápido, apresentando fraqueza, cansaço e com a vista embaçada, pode ser que ela tenha diabetes.
 

 Em se tratando de diabetes tipo 1, um dos sintomas iniciais típicos é a cetoacidose diabética. Já em portadores de diabetes tipo 2 (principalmente idosos) pode ocorrer o estado hiperglicêmico hiperosmolar.","O diagnóstico de diabetes só pode ser confirmado por exames médicos, mas existem alguns sinais e sintomas que sinalizam diabetes. Se a pessoa estiver urinando muito, com muita sede o dia todo (mesmo tomando água normalmente), com fome exagerada (mesmo se alimentando regularmente), perdendo peso rápido, apresentando fraqueza, cansaço e com a vista embaçada, pode ser que ela tenha diabetes.
Em diabetes tipo 1, um dos sintomas iniciais típicos é a cetoacidose diabética. Já em diabetes tipo 2 (principalmente em idosos) pode ocorrer o estado hiperglicêmico hiperosmolar. O médico pode solicitar exames para verificar isso.","O diagnóstico de diabetes só pode ser confirmado por exames médicos, mas existem alguns sinais e sintomas que sinalizam diabetes. Se a pessoa estiver urinando muito, com muita sede o dia todo (mesmo tomando água normalmente), com fome exagerada (mesmo se alimentando regularmente), perdendo peso rápido, apresentando fraqueza, cansaço e com a vista embaçada, pode ser que ela tenha diabetes.
Em diabetes tipo 1, um dos sintomas iniciais típicos que podem acontecer é a cetoacidose diabética. Já em diabetes tipo 2 (principalmente em idosos) pode ocorrer o estado hiperglicêmico hiperosmolar. O médico pode solicitar exames para verificar isso."
Como saber se tenho diabetes?,"Existem vários exames que podem ser feitos para se avaliar a quantidade de açúcar no sangue e se você tem ou não diabetes. Eles devem ser solicitados por um médico, que irá avaliar não só os resultados deles mas você como um todo. Entretanto, exitem alguns sinais e sintomas que sinalizam a presença da doença. Se a pessoa estiver urinando muito, com muita sede o dia todo (mesmo tomando água normalmente), com fome exagerada (mesmo se alimentando regularmente), perdendo peso rápido, apresentando fraqueza, cansaço e com a vista embaçada, pode ser que ela tenha diabetes.","Há vários exames que podem ser feitos para avaliar a quantidade de açúcar no sangue e se você tem ou não diabetes. Eles devem ser solicitados por um médico, que irá avaliar não só os resultados deles mas você como um todo. Mas há alguns sinais e sintomas que sinalizam diabetes. Se a pessoa estiver urinando muito, com muita sede o dia todo (mesmo tomando água normalmente), com fome exagerada (mesmo se alimentando regularmente), perdendo peso rápido, apresentando fraqueza, cansaço e com a vista embaçada, pode ser que ela tenha diabetes.","Há vários exames que podem ser feitos para avaliar a quantidade de açúcar no sangue e se você tem ou não diabetes. Eles devem ser solicitados por um médico, que irá avaliar não só os resultados deles mas você como um todo. Mas há alguns sinais e sintomas que sinalizam diabetes. Se a pessoa estiver urinando muito, com muita sede o dia todo (mesmo tomando água normalmente), com fome exagerada (mesmo se alimentando regularmente), perdendo peso rápido, apresentando fraqueza, cansaço e com a vista embaçada, pode ser que ela tenha diabetes."
Quais os sintomas na visão para retinopatia?,"Os sintomas da retinopatia são: visão embaçada, aparecimento de pontos ou manchas escuras flutuando no campo de visão, perda gradual ou súbita da visão central ou da visão periférica. No entanto, é importante saber que, quando os sintomas aparecem, é porque a retinopatia já está em um estado avançado. Por isso, é extremamente importante controlar bem o diabetes para evitar o aparecimento desses sintomas.","Os sintomas da retinopatia são: visão embaçada, aparecimento de pontos ou manchas escuras flutuando no campo de visão, perda gradual ou súbita da visão central ou da visão periférica. Mas é importante saber que, quando os sintomas aparecem, é porque a retinopatia já está em um estado avançado. Por isso, é extremamente importante controlar bem o diabetes para evitar o aparecimento desses sintomas.","Os sintomas da retinopatia são: visão embaçada, aparecimento de pontos ou manchas escuras flutuando no campo de visão, perda gradual ou súbita da visão central ou da visão periférica. Mas é importante saber que, quando os sintomas aparecem, é porque a retinopatia já está em um estado avançado. Por isso, é extremamente importante controlar bem o diabetes para evitar o aparecimento desses sintomas."
Quais os sintomas na visão para retinopatia?,"É difícil fazermos uma avaliação por aqui, mas os níveis elevados de glicose no sangue podem provocar retinopatia diabética, que é uma complicação comum do diabetes que pode levar à perda da visão. Existe mais de uma maneira em que uma pessoa pode perceber que ela tem essa complicação, mas o ideal é que ela seja identificada antes mesmo dos sintomas começarem. Os sintomas são: visão embaçada, pontos ou manchas escuras flutuando na visão, perda gradual ou perda súbita da visão central ou periférica. Por esse motivo, é muito importante adotar o mais cedo possível as medidas de prevenção. A medida mais importante é tentar sempre manter a quantidade de açúcar no sangue sob controle. É muito importante também que a pessoa com diabetes faça um exame chamado fundoscopia óptica (ou exame de fundo de olho) uma vez ao ano. Esse exame irá avaliar o estado dos olhos, e, a partir do resultado, é possível escolher o melhor tratamento a ser adotado.","É difícil fazermos uma avaliação por aqui, mas os níveis elevados de glicose no sangue podem provocar retinopatia diabética, que é uma complicação comum do diabetes que pode levar à perda da visão. Tem mais de uma maneira em que uma pessoa pode perceber que ela tem essa complicação, mas o ideal é que ela seja identificada antes mesmo de os sintomas começarem. Os sintomas são: visão embaçada, pontos ou manchas escuras flutuando na visão, perda gradual ou perda súbita da visão central ou periférica. Por esse motivo, é muito importante adotar o mais cedo possível as medidas de prevenção. A medida mais importante é tentar sempre manter a quantidade de açúcar no sangue sob controle. É muito importante também que a pessoa com diabetes faça um exame chamado fundoscopia óptica (ou exame de fundo de olho) uma vez ao ano. Esse exame irá avaliar o estado dos olhos, e, a partir do resultado, é possível escolher o melhor tratamento a ser adotado.","É difícil fazermos uma avaliação por aqui, mas os níveis elevados de glicose no sangue podem provocar retinopatia diabética, que é uma complicação comum do diabetes que pode levar à perda da visão. Tem mais de uma maneira em que uma pessoa pode perceber que ela tem essa complicação, mas o ideal é que ela seja identificada antes mesmo de os sintomas começarem. Os sintomas são: visão embaçada, pontos ou manchas escuras flutuando na visão, perda gradual ou perda súbita da visão central ou periférica. Por esse motivo, é muito importante adotar o mais cedo possível as medidas de prevenção. A medida mais importante é tentar sempre manter a quantidade de açúcar no sangue sob controle. É muito importante também que a pessoa com diabetes faça um exame chamado fundoscopia óptica (ou exame de fundo de olho) uma vez ao ano. Esse exame irá avaliar o estado dos olhos, e, a partir do resultado, é possível escolher o melhor tratamento a ser adotado."
As farinhas de coco e de amêndoas têm carboidrato?,"A farinha de coco e a farinha de amêndoas possuem fibras e baixo índice glicêmico (o açúcar presente nelas é absorvido mais lentamente) e isso é algo positivo para quem tem diabetes. Mas também é importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades.","A farinha de coco e a farinha de amêndoas possuem fibras e baixo índice glicêmico (o açúcar presente nelas é absorvido mais lentamente) e isso é algo positivo para quem tem diabetes. Mas também é importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades.","A farinha de coco e a farinha de amêndoas possuem fibras e baixo índice glicêmico (o açúcar presente nelas é absorvido mais lentamente) e isso é algo positivo para quem tem diabetes. Mas também é importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades."
